AdQuoNo,DetailType,DetailNo,Type,PartName,MaterialName,SpecName1,SpecName2,No,FirstName,StandDimen,MakerName,MakerNameOrg,Unit,UnitOrg,Quantity,UnitPrice,UnitPriceOrg,Amount,Note,LaborOuts,MaterUnitPrice,LaborUnitPrice,OutsUnitPrice,MaterCostTotal,LaborCostTotal,OutsCostTotal,MaterUnitPriceOrg,LaborUnitPriceOrg,OutsUnitPriceOrg,MaterUPChangeFlag,LaborUPChangeFlag,OutsUPChangeFlag,FirstNameChangeFlag,StandChangeFlag,UnitPriceChangeFlag,AmountChangeFlag,MakerChangeFlag,UnitChangeFlag,SpecCode1,SpecCode2,ReadFlag,M_EstUP1,M_MaterUP1,M_LaborUP1,M_OutsUP1,M_EstUP2,M_MaterUP2,M_LaborUP2,M_OutsUP2,MaterScaleFactor,LaborAmountTotal,OutsAmountTotal,OpenUPOrg,MaterOpenUPOrg,LaborOpenUPOrg,OutsOpenUPOrg,OutsCost,MaterCost,LiftingCost,LaborCost,SiteExpense,ReadDataKey
5,1,285,C ボード (天井),曲面天井,FGﾎﾞｰﾄﾞ,曲面天井 FGﾎﾞｰﾄﾞ t=6 R=2250,,10, コープ照明Ａ　下り壁繊維混入不燃石膏板 , 曲面　Ｔ６×Ｈ３００未満木部　Ａ＆Ａマテリアル　ＦＰエフジーボード ,,,ｍ,㎡,2,"5,150","5,150","10,300",,労務,"2,292",840,"4,640","4,584","1,680","9,280","2,292",840,"4,640",0,0,0,1,1,0,0,0,1,303151002,,1,"5,150","2,292",840,"4,640",,,,,1,,,0,0,0,0,,"4,584",206,"1,680",206,
5,1,286,D ボード (壁),壁,硬質石膏ﾎﾞｰﾄﾞ,壁 普通硬質石膏ﾎﾞｰﾄﾞ t=9.5 突付貼,,11, 壁硬質石膏ボード , Ｔ９．５　ボード面 ,,,m2,㎡,320.5,"1,650","1,650","528,825",,労務,664,550,"1,490","212,812","176,275","477,545",664,550,"1,490",0,0,0,1,1,0,0,0,1,401340002,,1,"1,650",664,550,"1,490",,,,,1,,,0,0,0,0,,"212,812","10,577","176,275","10,577",
5,1,287,D ボード (壁),壁,ｼｰｼﾞﾝｸﾞ石膏ﾎﾞｰﾄﾞ,壁 ｼｰｼﾞﾝｸﾞ石膏ﾎﾞｰﾄﾞ(不) t=12.5 突付貼,壁 普通硬質石膏ﾎﾞｰﾄﾞ t=9.5 突付貼,12, 壁耐水石膏ボード , 二重張り　不燃Ｔ１２．５＋硬質９．５　軽鉄面 ,,,m2,㎡,122,"3,200","3,200","390,400",,労務,"1,394",980,"2,890","170,068","119,560","352,580","1,394",980,"2,890",0,0,0,1,1,0,0,0,1,401020003,401340002,1,"1,550",730,430,"1,400","1,650",664,550,"1,490",1,,,0,0,0,0,,"170,068","7,808","119,560","7,808",
5,1,288,D ボード (壁),ﾗｲﾆﾝｸﾞ,ｼｰｼﾞﾝｸﾞ石膏ﾎﾞｰﾄﾞ,ﾗｲﾆﾝｸﾞ ｼｰｼﾞﾝｸﾞ石膏ﾎﾞｰﾄﾞ(不) t=12.5,ﾗｲﾆﾝｸﾞ 普通硬質石膏ﾎﾞｰﾄﾞ t=9.5,13, ライニング壁耐水石膏ボード , 二重張り　不燃Ｔ１２．５＋硬質９．５　軽鉄面 ,,,m2,㎡,0.4,"4,900","4,900","1,960",,労務,"1,459","1,410","4,420",584,564,"1,768","1,459","1,410","4,420",0,0,0,1,1,0,0,0,1,408022000,408341000,1,"2,350",764,620,"2,120","2,550",695,790,"2,300",1,,,0,0,0,0,,584,39,564,39,
5,1,289,D ボード (壁),壁,ｼｰｼﾞﾝｸﾞ石膏ﾎﾞｰﾄﾞ,壁 ｼｰｼﾞﾝｸﾞ石膏ﾎﾞｰﾄﾞ(不) t=12.5 突付貼,壁 普通硬質石膏ﾎﾞｰﾄﾞ t=9.5 突付貼,14, 壁耐水石膏ボード , 二重張り　不燃Ｔ１２．５＋硬質９．５　軽鉄面 ,,,m2,㎡,4.2,"3,200","3,200","13,440",,労務,"1,394",980,"2,890","5,855","4,116","12,138","1,394",980,"2,890",0,0,0,1,1,0,0,0,1,401020003,401340002,1,"1,550",730,430,"1,400","1,650",664,550,"1,490",1,,,0,0,0,0,,"5,855",269,"4,116",269,
5,1,290,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,壁 普通硬質石膏ﾎﾞｰﾄﾞ t=9.5 突付貼,15, 壁石膏ボード , 二重張り　Ｔ１２．５＋硬質９．５　軽鉄面 ,,,m2,㎡,1176,"2,650","2,650","3,116,400",,労務,970,980,"2,390","1,140,720","1,152,480","2,810,640",970,980,"2,390",0,0,0,1,1,0,0,0,1,401010003,401340002,1,"1,000",306,430,900,"1,650",664,550,"1,490",1,,,0,0,0,0,,"1,140,720","62,328","1,152,480","62,328",
5,1,291,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,壁 普通硬質石膏ﾎﾞｰﾄﾞ t=9.5 突付貼,16, 壁石膏ボード , 二重張り　Ｔ１２．５＋硬質９．５　ＡＬＣ面　ＵＬ工法 ,,,m2,㎡,16.8,"2,650","2,650","44,520",,労務,970,980,"2,390","16,296","16,464","40,152",970,980,"2,390",0,0,0,1,1,0,0,0,1,401010003,401340002,1,"1,000",306,430,900,"1,650",664,550,"1,490",1,,,0,0,0,0,,"16,296",890,"16,464",890,
5,1,292,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 突付貼,17, 壁石膏ボード , 二重張りＴ１２．５＋９．５　軽鉄面 ,,,m2,㎡,85.5,"1,890","1,890","161,595",,労務,545,840,"1,700","46,598","71,820","145,350",545,840,"1,700",0,0,0,1,1,0,0,0,1,401010003,401010001,1,"1,000",306,430,900,890,239,410,800,1,,,0,0,0,0,,"46,598","3,232","71,820","3,232",
5,1,293,D ボード (壁),柱型,石膏ﾎﾞｰﾄﾞ,柱型 石膏ﾎﾞｰﾄﾞ t=12.5,柱型 普通硬質石膏ﾎﾞｰﾄﾞ t=9.5,18, 柱型石膏ボード , 二重張り　Ｔ１２．５＋硬質９．５　軽鉄面 ,,,m2,㎡,185,"3,050","3,050","564,250",,労務,"1,059","1,180","2,750","195,915","218,300","508,750","1,059","1,180","2,750",0,0,0,1,1,0,0,0,1,414010003,414340002,1,"1,150",334,520,"1,040","1,900",725,660,"1,710",1,,,0,0,0,0,,"195,915","11,285","218,300","11,285",
5,1,294,C ボード (天井),天井,石膏ﾎﾞｰﾄﾞ,天井 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,,19, 天井石膏ボード , Ｔ１２．５　軽鉄面 ,,,m2,㎡,549,"1,000","1,000","549,000",,労務,306,430,900,"167,994","236,070","494,100",306,430,900,0,0,0,1,1,0,0,0,1,301012002,,1,"1,000",306,430,900,,,,,1,,,0,0,0,0,,"167,994","10,980","236,070","10,980",
5,1,295,,,,,,20, コープ照明Ａ　天井石膏ボード , Ｗ２７０　Ｔ１２．５　木部　（意１５２７図１６） ,,,ｍ,,9.4,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,1,296,C ボード (天井),天井,化粧石膏ﾎﾞｰﾄﾞ,天井 化粧石膏ﾎﾞｰﾄﾞ(不) t=9.5 ﾄﾗﾊﾞｰﾁﾝ 455×910,,21, 天井化粧石膏ボード－１ , Ｔ９．５　軽鉄面　吉野石膏　スクエアトーン同等 ,,,m2,㎡,284.5,"1,250","1,250","355,625",,労務,486,430,"1,130","138,267","122,335","321,485",486,430,"1,130",0,0,0,1,1,0,0,0,1,301051001,,1,"1,250",486,430,"1,130",,,,,1,,,0,0,0,0,,"138,267","7,113","122,335","7,113",
5,1,297,,,,,,22, コープ照明Ａ　天井化粧石膏ボード－１ , Ｗ２７０　Ｔ９．５木部吉野石膏　スクエアトーン同等（意１５２７図１ ,,,ｍ,,35.2,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,1,298,,,,,,23, コープ照明Ａ　天井化粧石膏ボード－１ , 曲面　Ｗ２７０　Ｔ９．５木部　吉野石膏　スクエアトーン同等〃 ,,,ｍ,,2,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,1,299,C ボード (天井),天井,化粧石膏ﾎﾞｰﾄﾞ,天井 化粧石膏ﾎﾞｰﾄﾞ(不) t=9.5 ﾄﾗﾊﾞｰﾁﾝ 455×910,,24, 天井化粧石膏ボード－２ , Ｔ９．５　軽鉄面　吉野石膏　不燃ジプトーン・ライト同等 ,,,m2,㎡,348,"1,250","1,250","435,000",,労務,486,430,"1,130","169,128","149,640","393,240",486,430,"1,130",0,0,0,1,1,0,0,0,1,301051001,,1,"1,250",486,430,"1,130",,,,,1,,,0,0,0,0,,"169,128","8,700","149,640","8,700",
5,1,300,C ボード (天井),天井,岩綿吸音板,天井 岩綿吸音板 t=9,天井 石膏ﾎﾞｰﾄﾞ t=12.5 捨貼,25, 天井岩綿吸音板 , Ｔ９　軽鉄面　ＰＢＴ１２．５　捨張共　吉野石膏　ソーラトン同等 ,,,m2,㎡,14.4,"2,500","2,500","36,000",,労務,955,900,"2,250","13,752","12,960","32,400",955,900,"2,250",0,0,0,1,1,0,0,0,1,301170001,301012001,1,"1,500",649,470,"1,350","1,000",306,430,900,1,,,0,0,0,0,,"13,752",720,"12,960",720,
5,1,301,D ボード (壁),出隅,出隅ｺｰﾅｰ,出隅 ｺｰﾅｰﾋﾟｰﾄ 塩ﾋﾞ,,26, ボード出隅コーナービート , 塩ビ製 ,,,ｍ,M,258,300,300,"77,400",,労務,53,160,270,"13,674","41,280","69,660",53,160,270,0,0,0,1,1,0,0,0,1,420420004,,1,300,53,160,270,,,,,1,,,0,0,0,0,,"13,674","1,548","41,280","1,548",
5,1,302,D ボード (壁),見切,見切･ｼﾞｮｲﾅｰ,ｼﾞｮｲﾅｰ ｺ型 塩ﾋﾞ,,27, 異種下地他　壁見切縁 , 塩ビ製ジョイナー　ハット型　（意１，５０２図１６）　（意質５２４） ,,,ｍ,M,18.2,260,260,"4,732",,労務,28,150,230,510,"2,730","4,186",28,150,230,0,0,0,1,1,0,0,0,1,419314001,,1,260,28,150,230,,,,,1,,,0,0,0,0,,510,95,"2,730",95,
5,1,303,D ボード (壁),見切,見切･ｼﾞｮｲﾅｰ,ｼﾞｮｲﾅｰ ｺ型 塩ﾋﾞ,,28, 階段室等　壁入隅見切縁 , 塩ビ製ジョイナー　ハット型　（意質５２４） ,,,ｍ,M,905.5,260,260,"235,430",,労務,28,150,230,"25,354","135,825","208,265",28,150,230,0,0,0,1,1,0,0,0,1,419314001,,1,260,28,150,230,,,,,1,,,0,0,0,0,,"25,354","4,709","135,825","4,709",
5,1,304,D ボード (壁),見切,見切･ｼﾞｮｲﾅｰ,ｼﾞｮｲﾅｰ ｺ型 塩ﾋﾞ,,29, 建具上下端部　壁見切縁 , 塩ビ製ジョイナー　ハット型　（意質５２４） ,,,ｍ,M,292,260,260,"75,920",,労務,28,150,230,"8,176","43,800","67,160",28,150,230,0,0,0,1,1,0,0,0,1,419314001,,1,260,28,150,230,,,,,1,,,0,0,0,0,,"8,176","1,518","43,800","1,518",
5,1,305,,,,,,30, 壁見切縁 , 塩ビ製　水平目地 ,,,ｍ,,991,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,1,306,,,,,,31, 階段室２（B1～19F） ,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
5,1,307,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 突付貼,32, 壁石膏ボード , 二重張りＴ１２．５＋９．５　軽鉄面 ,,,m2,㎡,59,"1,890","1,890","111,510",,労務,545,840,"1,700","32,155","49,560","100,300",545,840,"1,700",0,0,0,1,1,0,0,0,1,401010003,401010001,1,"1,000",306,430,900,890,239,410,800,1,,,0,0,0,0,,"32,155","2,230","49,560","2,230",
5,1,308,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 突付貼,33, 壁石膏ボード , 二重張りＴ１２．５＋９．５　ＡＬＣ面　ＵＬ工法 ,,,m2,㎡,15.5,"1,890","1,890","29,295",,労務,545,840,"1,700","8,448","13,020","26,350",545,840,"1,700",0,0,0,1,1,0,0,0,1,401010003,401010001,1,"1,000",306,430,900,890,239,410,800,1,,,0,0,0,0,,"8,448",586,"13,020",586,
5,1,309,D ボード (壁),柱型,石膏ﾎﾞｰﾄﾞ,柱型 石膏ﾎﾞｰﾄﾞ t=12.5,柱型 石膏ﾎﾞｰﾄﾞ(準) t=9.5,34, 柱型石膏ボード , 二重張りＴ１２．５＋９．５　軽鉄面 ,,,m2,㎡,0.4,"2,200","2,200",880,,労務,594,"1,010","1,990",238,404,796,594,"1,010","1,990",0,0,0,1,1,0,0,0,1,414010003,414010001,1,"1,150",334,520,"1,040","1,050",260,490,950,1,,,0,0,0,0,,238,18,404,18,
5,1,310,D ボード (壁),出隅,出隅ｺｰﾅｰ,出隅 ｺｰﾅｰﾋﾟｰﾄ 塩ﾋﾞ,,35, ボード出隅コーナービート , 塩ビ製 ,,,ｍ,M,0.8,300,300,240,,労務,53,160,270,42,128,216,53,160,270,0,0,0,1,1,0,0,0,1,420420004,,1,300,53,160,270,,,,,1,,,0,0,0,0,,42,5,128,5,
5,1,311,D ボード (壁),見切,見切･ｼﾞｮｲﾅｰ,ｼﾞｮｲﾅｰ ｺ型 塩ﾋﾞ,,36, 異種下地他　壁見切縁 , 塩ビ製ジョイナー　ハット型　（意１５０２図１６）　（意質５２４） ,,,ｍ,M,8.5,260,260,"2,210",,労務,28,150,230,238,"1,275","1,955",28,150,230,0,0,0,1,1,0,0,0,1,419314001,,1,260,28,150,230,,,,,1,,,0,0,0,0,,238,44,"1,275",44,
5,1,312,D ボード (壁),見切,見切･ｼﾞｮｲﾅｰ,ｼﾞｮｲﾅｰ ｺ型 塩ﾋﾞ,,37, 階段室等　壁入隅見切縁 , 塩ビ製ジョイナー　ハット型　　（意質５２４） ,,,ｍ,M,12.8,260,260,"3,328",,労務,28,150,230,358,"1,920","2,944",28,150,230,0,0,0,1,1,0,0,0,1,419314001,,1,260,28,150,230,,,,,1,,,0,0,0,0,,358,67,"1,920",67,
5,1,313,,,,,,38, 壁見切縁 , 塩ビ製　水平目地 ,,,ｍ,,18,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,1,314,,,,,,39, 階段室３（B2～20F) ,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
5,1,315,D ボード (壁),壁,硬質石膏ﾎﾞｰﾄﾞ,壁 普通硬質石膏ﾎﾞｰﾄﾞ t=9.5 突付貼,,40, 壁硬質石膏ボード , Ｔ９．５　ボード面 ,,,m2,㎡,35.7,"1,650","1,650","58,905",,労務,664,550,"1,490","23,705","19,635","53,193",664,550,"1,490",0,0,0,1,1,0,0,0,1,401340002,,1,"1,650",664,550,"1,490",,,,,1,,,0,0,0,0,,"23,705","1,178","19,635","1,178",
5,1,316,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 突付貼,41, 壁石膏ボード , 二重張りＴ１２．５＋９．５　軽鉄面 ,,,m2,㎡,51.9,"1,890","1,890","98,091",,労務,545,840,"1,700","28,286","43,596","88,230",545,840,"1,700",0,0,0,1,1,0,0,0,1,401010003,401010001,1,"1,000",306,430,900,890,239,410,800,1,,,0,0,0,0,,"28,286","1,962","43,596","1,962",
5,1,317,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 突付貼,42, 壁石膏ボード , 二重張りＴ１２．５＋９．５　ＡＬＣ面　ＵＬ工法 ,,,m2,㎡,2.5,"1,890","1,890","4,725",,労務,545,840,"1,700","1,363","2,100","4,250",545,840,"1,700",0,0,0,1,1,0,0,0,1,401010003,401010001,1,"1,000",306,430,900,890,239,410,800,1,,,0,0,0,0,,"1,363",95,"2,100",95,
5,1,318,D ボード (壁),柱型,石膏ﾎﾞｰﾄﾞ,柱型 石膏ﾎﾞｰﾄﾞ t=12.5,柱型 石膏ﾎﾞｰﾄﾞ(準) t=9.5,43, 柱型石膏ボード , 二重張りＴ１２．５＋９．５　軽鉄面 ,,,m2,㎡,2.5,"2,200","2,200","5,500",,労務,594,"1,010","1,990","1,485","2,525","4,975",594,"1,010","1,990",0,0,0,1,1,0,0,0,1,414010003,414010001,1,"1,150",334,520,"1,040","1,050",260,490,950,1,,,0,0,0,0,,"1,485",110,"2,525",110,
5,1,319,D ボード (壁),出隅,出隅ｺｰﾅｰ,出隅 ｺｰﾅｰﾋﾟｰﾄ 塩ﾋﾞ,,44, ボード出隅コーナービート , 塩ビ製 ,,,ｍ,M,1.5,300,300,450,,労務,53,160,270,80,240,405,53,160,270,0,0,0,1,1,0,0,0,1,420420004,,1,300,53,160,270,,,,,1,,,0,0,0,0,,80,9,240,9,
5,1,320,D ボード (壁),見切,見切･ｼﾞｮｲﾅｰ,ｼﾞｮｲﾅｰ ｺ型 塩ﾋﾞ,,45, 階段室等　壁入隅見切縁 , 塩ビ製ジョイナー　ハット型　（意質５２４）　 ,,,ｍ,M,10.3,260,260,"2,678",,労務,28,150,230,288,"1,545","2,369",28,150,230,0,0,0,1,1,0,0,0,1,419314001,,1,260,28,150,230,,,,,1,,,0,0,0,0,,288,54,"1,545",54,
5,1,321,,,,,,46, 壁見切縁 , 塩ビ製　水平目地 ,,,ｍ,,18.8,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,1,322,,,,,,47, 階段室５（B1～8F） ,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
5,1,323,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 突付貼,48, 壁石膏ボード , 二重張りＴ１２．５＋９．５　軽鉄面 ,,,m2,㎡,87.3,"1,890","1,890","164,997",,労務,545,840,"1,700","47,579","73,332","148,410",545,840,"1,700",0,0,0,1,1,0,0,0,1,401010003,401010001,1,"1,000",306,430,900,890,239,410,800,1,,,0,0,0,0,,"47,579","3,300","73,332","3,300",
5,1,324,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 突付貼,49, 壁石膏ボード , 二重張りＴ１２．５＋９．５　ＲＣ面　ＵＬ工法 ,,,m2,㎡,5.5,"1,890","1,890","10,395",,労務,545,840,"1,700","2,998","4,620","9,350",545,840,"1,700",0,0,0,1,1,0,0,0,1,401010003,401010001,1,"1,000",306,430,900,890,239,410,800,1,,,0,0,0,0,,"2,998",208,"4,620",208,
5,1,325,D ボード (壁),柱型,石膏ﾎﾞｰﾄﾞ,柱型 石膏ﾎﾞｰﾄﾞ t=12.5,柱型 石膏ﾎﾞｰﾄﾞ(準) t=9.5,50, 柱型石膏ボード , 二重張りＴ１２．５＋９．５　軽鉄面 ,,,m2,㎡,2.1,"2,200","2,200","4,620",,労務,594,"1,010","1,990","1,247","2,121","4,179",594,"1,010","1,990",0,0,0,1,1,0,0,0,1,414010003,414010001,1,"1,150",334,520,"1,040","1,050",260,490,950,1,,,0,0,0,0,,"1,247",92,"2,121",92,
5,1,326,D ボード (壁),出隅,出隅ｺｰﾅｰ,出隅 ｺｰﾅｰﾋﾟｰﾄ 塩ﾋﾞ,,51, ボード出隅コーナービート , 塩ビ製 ,,,ｍ,M,4.7,300,300,"1,410",,労務,53,160,270,249,752,"1,269",53,160,270,0,0,0,1,1,0,0,0,1,420420004,,1,300,53,160,270,,,,,1,,,0,0,0,0,,249,28,752,28,
5,1,327,D ボード (壁),見切,見切･ｼﾞｮｲﾅｰ,ｼﾞｮｲﾅｰ ｺ型 塩ﾋﾞ,,52, 階段室等　壁入隅見切縁 , 塩ビ製ジョイナー　ハット型　（意質５２４） ,,,ｍ,M,16.3,260,260,"4,238",,労務,28,150,230,456,"2,445","3,749",28,150,230,0,0,0,1,1,0,0,0,1,419314001,,1,260,28,150,230,,,,,1,,,0,0,0,0,,456,85,"2,445",85,
5,1,328,A 軽鉄下地 (天井),点検口,一般材,天井 ｱﾙﾐ点検口 目地ﾀｲﾌﾟ 450×450,,53, 天井点検口 , ４５０×４５０　額目地タイプ　落下防止ワイヤー共 ,,,ｶ所,ｹ所,4,"9,800","9,800","39,200",,労務,"4,097","2,500","8,820","16,388","10,000","35,280","4,097","2,500","8,820",0,0,0,1,1,0,0,0,1,1181102,,1,"9,800","4,097","2,500","8,820",,,,,1,,,0,0,0,0,,"16,388",784,"10,000",784,
5,1,329,A 軽鉄下地 (天井),点検口,一般材,天井 ｱﾙﾐ点検口 額縁ﾀｲﾌﾟ 450×450,,54, 天井点検口 , ４５０×４５０　額縁タイプ　落下防止ワイヤー共 ,,,ｶ所,ｹ所,49,"4,500","4,500","220,500",,労務,"1,522","1,500","4,050","74,578","73,500","198,450","1,522","1,500","4,050",0,0,0,1,1,0,0,0,1,1181002,,1,"4,500","1,522","1,500","4,050",,,,,1,,,0,0,0,0,,"74,578","4,410","73,500","4,410",
5,1,330,A 軽鉄下地 (天井),点検口,一般材,天井 ｱﾙﾐ点検口 気密ﾀｲﾌﾟ 600×600,,55, 天井点検口 , ６００×６００  簡易気密タイプ（ＪＩＳ－Ａ３等級）  落下防止ワイヤー共 ,,,ｶ所,ｹ所,61,"10,700","10,700","652,700",,労務,"5,247","1,980","9,630","320,067","120,780","587,430","5,247","1,980","9,630",0,0,0,1,1,0,0,0,1,1181203,,1,"10,700","5,247","1,980","9,630",,,,,1,,,0,0,0,0,,"320,067","13,054","120,780","13,054",
5,1,331,D ボード (壁),壁,合板,壁 ｺﾝﾊﾟﾈ t=12,,56, 衛生器具用取付下地補強 , Ｗ５００×Ｈ２００　Ｔ１２　合板 ,,,ｶ所,㎡,15,"2,250","2,250","33,750",,労務,950,690,"2,030","14,250","10,350","30,450",950,690,"2,030",0,0,0,1,1,0,0,0,1,401180007,,1,"2,250",950,690,"2,030",,,,,1,,,0,0,0,0,,"14,250",675,"10,350",675,
5,1,332,D ボード (壁),壁,合板,壁 ｺﾝﾊﾟﾈ t=12,,57, 衛生器具用取付下地補強 , Ｗ６００×Ｈ１，１００　Ｔ１２　合板 ,,,ｶ所,㎡,4,"2,250","2,250","9,000",,労務,950,690,"2,030","3,800","2,760","8,120",950,690,"2,030",0,0,0,1,1,0,0,0,1,401180007,,1,"2,250",950,690,"2,030",,,,,1,,,0,0,0,0,,"3,800",180,"2,760",180,
5,1,333,D ボード (壁),壁,合板,壁 ｺﾝﾊﾟﾈ t=12,,58, 衛生器具用取付下地補強 , Ｗ６５０×Ｈ５００　Ｔ１２　合板 ,,,ｶ所,㎡,47,"2,250","2,250","105,750",,労務,950,690,"2,030","44,650","32,430","95,410",950,690,"2,030",0,0,0,1,1,0,0,0,1,401180007,,1,"2,250",950,690,"2,030",,,,,1,,,0,0,0,0,,"44,650","2,115","32,430","2,115",
5,1,334,D ボード (壁),壁,合板,壁 ｺﾝﾊﾟﾈ t=12,,59, 衛生器具用取付下地補強 , Ｗ７５０×Ｈ５００　Ｔ１２　合板 ,,,ｶ所,㎡,2,"2,250","2,250","4,500",,労務,950,690,"2,030","1,900","1,380","4,060",950,690,"2,030",0,0,0,1,1,0,0,0,1,401180007,,1,"2,250",950,690,"2,030",,,,,1,,,0,0,0,0,,"1,900",90,"1,380",90,
5,1,335,Z 科目,,,小計,,0,小計,,,,,,,,,"48,711,354",,,,,,"20,958,769","13,714,578",0,,,,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,"48,711,354",0,,,,,0,"20,958,769","974,238","13,714,578","974,238",
5,1,336,,,,,,1, ９階　金属 ,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
5,1,337,B 軽鉄下地 (壁),壁,JIS材,壁 軽鉄下地 W=65 @455,,2, 軽鉄間仕切 , Ｗ６５　＠４５０　ＪＩＳ規格品 ,,,m2,㎡,156.5,"2,100","2,100","328,650",,労務,"1,146",420,"1,890","179,349","65,730","295,785","1,146",420,"1,890",0,0,0,1,1,0,0,0,1,2010106,,1,"2,100","1,146",420,"1,890",,,,,1,,,0,0,0,0,,"179,349","6,573","65,730","6,573",
5,1,338,B 軽鉄下地 (壁),壁,JIS材,壁 軽鉄下地 W=100 @455,,3, 軽鉄間仕切 , Ｗ１００　＠４５０　ＪＩＳ規格品 ,,,m2,㎡,664.5,"2,400","2,400","1,594,800",,労務,"1,350",440,"2,160","897,075","292,380","1,435,320","1,350",440,"2,160",0,0,0,1,1,0,0,0,1,2010109,,1,"2,400","1,350",440,"2,160",,,,,1,,,0,0,0,0,,"897,075","31,896","292,380","31,896",
5,1,339,B 軽鉄下地 (壁),角ｽﾀｯﾄﾞ壁,一般材,壁 軽鉄下地 角ｽﾀｯﾄﾞ □45100 @455,,4, 軽鉄間仕切 , Ｗ１００　＠４５０ ,,,m2,㎡,9.4,"2,250","2,250","21,150",,労務,"1,141",400,"2,030","10,725","3,760","19,082","1,141",400,"2,030",0,0,0,1,1,0,0,0,1,2011109,,1,"2,250","1,141",400,"2,030",,,,,1,,,0,0,0,0,,"10,725",423,"3,760",423,
5,1,340,,,,,,0,, Ｈ５，０００超え６，０００以下  グリッドウォール工法又はＳＱ－ＰｏｗｅｒＢａｒ同等 ,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
5,1,341,B 軽鉄下地 (壁),壁開口,一般材,壁 開口補強 W=100,,1, ＬＧＳ開口補強 , Ｗ１００ ,,,ｍ,M,280.5,"1,300","1,300","364,650",,労務,620,290,"1,170","173,910","81,345","328,185",620,290,"1,170",0,0,0,1,1,0,0,0,1,2130009,,1,"1,300",620,290,"1,170",,,,,1,,,0,0,0,0,,"173,910","7,293","81,345","7,293",
5,1,342,B 軽鉄下地 (壁),ﾌｶｼ壁,JIS材,ﾌｶｼ壁 軽鉄下地 W=65 @455,,2, 複壁（添え壁）軽鉄間仕切 , Ｗ６５　＠４５０　ＪＩＳ規格品 ,,,m2,㎡,129,"2,350","2,350","303,150",,労務,"1,167",460,"2,120","150,543","59,340","273,480","1,167",460,"2,120",0,0,0,1,1,0,0,0,1,2030106,,1,"2,350","1,167",460,"2,120",,,,,1,,,0,0,0,0,,"150,543","6,063","59,340","6,063",
